city,area,rooms,bathroom,parking,floor,animal,furniture,hoa,rental,property_tax,fire_insurance
Sao Paulo,98,2,2,2,29,1,0,1450,8500,450,108
Rio de Janeiro,119,3,3,2,7,1,0,1200,3000,129,39
Porto Alegre,40,1,1,0,2,0,0,210,796,26,12
Porto Alegre,110,3,1,1,2,1,0,450,2700,83,40
Sao Paulo,50,2,3,0,NaN,0,0,0,1740,84,27
Sao Paulo,25,1,1,0,23,1,0,432,2200,45,28
Sao Paulo,75,2,1,1,5,0,0,748,2000,0,26
Sao Paulo,50,2,1,1,7,0,0,347,1500,0,20
Rio de Janeiro,152,4,2,1,7,1,1,1944,3500,357,46
Sao Paulo,330,4,2,8,NaN,0,0,0,4000,388,61
Sao Paulo,251,3,2,2,NaN,1,0,0,3400,336,52
Rio de Janeiro,120,3,3,2,6,1,0,1316,3000,504,39
Sao Paulo,64,1,2,2,15,1,0,691,2100,92,27
Porto Alegre,180,3,2,1,3,0,0,1300,2000,125,30
Belo Horizonte,61,3,1,1,2,1,0,300,1500,85,20
Campinas,62,2,1,0,2,1,0,430,800,25,11
Sao Paulo,35,1,1,1,1,0,1,444,3388,124,43
Belo Horizonte,60,2,1,1,2,1,0,250,1300,30,18
Porto Alegre,58,1,2,2,2,1,0,450,2200,0,33
Sao Paulo,146,3,5,2,8,1,0,1100,6600,424,84
Sao Paulo,176,3,4,3,4,1,0,1600,6500,775,83
Sao Paulo,220,6,2,2,NaN,1,0,0,3600,125,55
Belo Horizonte,47,2,1,1,4,0,0,250,1300,0,18
Sao Paulo,30,1,1,0,NaN,0,0,0,650,38,9
Sao Paulo,103,3,2,0,14,1,0,950,2160,39,28
Rio de Janeiro,600,7,6,2,NaN,0,1,0,9000,1084,138
Rio de Janeiro,200,4,5,3,NaN,1,0,0,6200,155,95
Sao Paulo,34,1,1,0,10,1,0,200,1530,25,20
Sao Paulo,95,2,1,1,NaN,1,0,0,2900,0,44
Sao Paulo,215,4,4,2,16,0,1,2600,6000,917,77
Rio de Janeiro,60,2,1,1,3,0,0,530,1230,88,16
Rio de Janeiro,145,3,2,1,3,1,0,3300,9000,700,116
Sao Paulo,102,3,2,2,NaN,1,0,0,1600,0,25
Sao Paulo,44,1,1,1,19,1,1,385,3600,125,46
Sao Paulo,90,2,2,0,3,1,0,1600,4200,250,54
Sao Paulo,180,4,3,1,4,1,1,1572,5000,240,64
Porto Alegre,123,3,3,1,2,0,0,0,3000,0,44
Sao Paulo,54,2,2,1,8,0,0,769,2200,216,28
Sao Paulo,50,1,1,1,6,1,1,1000,1884,0,11
Sao Paulo,100,2,1,1,NaN,1,0,0,1690,84,26
Porto Alegre,36,1,1,1,17,1,0,225,1200,35,18
Sao Paulo,92,1,2,1,6,1,0,810,3010,16,39
Sao Paulo,68,2,2,1,7,1,0,500,2000,79,26
Sao Paulo,94,3,3,3,4,1,1,1400,4450,330,57
Rio de Janeiro,25,1,1,0,NaN,1,0,50,700,0,10
Sao Paulo,60,2,2,0,NaN,1,0,0,1300,0,20
Sao Paulo,321,5,3,5,NaN,1,0,0,13000,2250,196
Sao Paulo,116,3,4,2,1,1,1,1242,3900,413,50
Sao Paulo,40,1,1,0,NaN,0,0,0,1010,0,16
Porto Alegre,100,3,2,2,NaN,1,0,1,2300,84,41
Sao Paulo,70,2,1,0,NaN,1,0,0,1300,163,20
Sao Paulo,48,1,1,1,2,1,1,530,1700,71,22
Sao Paulo,115,3,5,2,10,1,0,1830,7000,495,89
Sao Paulo,90,1,1,1,12,1,0,870,3600,73,14
Rio de Janeiro,89,2,2,1,2,1,0,800,2900,148,38
Porto Alegre,30,1,1,0,3,1,0,140,1360,24,20
Porto Alegre,39,1,1,0,11,1,0,340,600,13,9
Sao Paulo,42,1,1,1,27,0,1,560,5250,100,67
Sao Paulo,400,4,5,5,NaN,1,0,0,7200,350,109
Sao Paulo,47,1,2,1,2,1,1,490,2500,125,32
Sao Paulo,124,2,2,2,NaN,1,1,0,7200,94,109
Campinas,120,3,2,3,NaN,1,0,0,2200,180,34
Campinas,45,1,1,0,NaN,0,0,0,700,25,11
Sao Paulo,270,3,2,4,NaN,1,0,0,6500,1167,98
Sao Paulo,108,3,2,1,10,1,0,1000,3655,240,47
Sao Paulo,128,3,4,4,13,0,1,1306,8000,595,102
Rio de Janeiro,179,4,2,0,9,1,0,1600,3040,484,40
Belo Horizonte,140,4,2,2,3,1,0,777,2000,237,27
Belo Horizonte,27,1,1,0,1,0,1,0,1167,334,16
Sao Paulo,250,3,4,2,16,1,0,3300,6000,517,77
Porto Alegre,350,4,3,3,NaN,1,1,0,4400,209,79
Sao Paulo,208,3,2,2,3,1,0,1800,5000,500,64
Sao Paulo,80,3,1,0,NaN,0,0,185,2100,0,27
Sao Paulo,34,1,1,1,4,1,0,620,3100,45,40
Sao Paulo,150,4,3,0,2,1,0,0,2850,275,37
Sao Paulo,127,3,3,2,17,0,1,1775,7000,421,89
Sao Paulo,296,4,5,2,NaN,1,0,0,8500,1000,128
Sao Paulo,61,1,1,0,1,0,1,437,2700,0,35
Sao Paulo,375,4,4,3,19,1,1,2500,9000,917,115
Sao Paulo,370,5,4,3,NaN,1,0,0,14000,1290,211
Porto Alegre,30,1,1,0,2,1,1,280,1270,42,19
Sao Paulo,480,5,7,5,19,1,0,6200,8500,3700,108
Sao Paulo,33,1,1,1,18,0,1,1500,3500,0,45
Rio de Janeiro,84,3,1,0,1,0,0,900,3100,209,40
Sao Paulo,340,8,5,4,NaN,1,0,0,7000,1400,106
Porto Alegre,97,3,3,3,5,1,0,850,3000,164,44
Rio de Janeiro,110,3,2,1,8,1,0,1488,2500,190,33
Belo Horizonte,77,3,3,2,2,1,1,1010,2200,306,30
Rio de Janeiro,105,3,2,1,4,1,0,1590,2500,258,33
Sao Paulo,33,1,1,1,1,0,1,190,1800,90,23
Sao Paulo,25,1,1,0,5,1,0,340,2040,0,26
Sao Paulo,130,2,2,2,NaN,1,1,0,4400,92,67
Sao Paulo,480,4,7,5,NaN,1,0,0,7500,1250,113
Sao Paulo,240,3,3,3,11,1,1,3000,10000,1200,127
Rio de Janeiro,80,2,2,1,8,1,0,760,2500,300,33
Sao Paulo,50,2,1,2,1,0,0,850,1900,42,25
Belo Horizonte,32,1,1,0,9,0,0,300,1000,100,14
Belo Horizonte,48,2,1,1,2,1,0,170,1400,12,19
Sao Paulo,90,3,3,1,NaN,1,0,0,2600,11,40
Rio de Janeiro,30,1,1,0,14,1,1,706,1100,133,15
Porto Alegre,75,2,2,1,4,1,0,488,2800,135,41
Porto Alegre,59,2,2,1,2,1,0,490,1450,48,22
Sao Paulo,25,1,1,0,2,0,1,0,1750,0,23
Campinas,140,4,3,2,2,1,0,1070,3000,250,39
Sao Paulo,100,2,1,1,11,1,0,1173,4000,120,51
Campinas,23,1,1,0,NaN,0,1,0,990,0,13
Sao Paulo,124,3,2,1,4,0,1,1070,2750,289,35
Sao Paulo,84,2,3,2,32,0,1,850,8500,450,108
Sao Paulo,69,2,2,1,21,1,0,662,4000,146,51
Belo Horizonte,100,3,1,0,NaN,1,0,0,2000,216,33
Sao Paulo,70,1,2,1,3,1,0,1054,4000,106,51
Belo Horizonte,88,3,2,1,3,1,0,320,1290,0,18
Belo Horizonte,465,7,7,2,NaN,1,1,0,15000,435,246
Sao Paulo,90,3,2,2,1,1,0,1800,2730,334,35
Sao Paulo,120,3,3,1,5,1,0,1656,3000,189,39
Sao Paulo,277,3,4,2,17,1,0,3000,7650,784,97
Sao Paulo,270,4,6,3,NaN,1,0,0,5000,669,76
Porto Alegre,216,3,2,1,23,1,0,1400,3800,167,56
Campinas,150,1,2,0,NaN,1,0,0,1200,0,19
Sao Paulo,360,4,7,5,7,1,0,3900,3995,2504,51
Belo Horizonte,110,2,4,2,5,1,0,690,2700,213,36
Porto Alegre,50,2,1,1,3,1,1,334,1300,16,19
Sao Paulo,98,2,2,2,24,1,1,1650,7500,400,96
Sao Paulo,190,3,3,3,4,0,1,2000,5000,667,64
Sao Paulo,35,1,1,1,9,1,0,239,2500,90,32
Sao Paulo,350,3,5,3,NaN,1,0,0,12000,1250,181
Belo Horizonte,950,6,6,2,NaN,1,0,1130,10000,1375,164
Sao Paulo,213,4,5,4,18,1,0,3900,9900,1084,126
Rio de Janeiro,100,3,2,1,7,0,0,1100,3000,190,39
Sao Paulo,240,4,4,4,5,1,0,2700,16000,1667,203
Belo Horizonte,77,2,1,1,2,1,1,400,960,129,13
Sao Paulo,217,3,4,4,17,1,1,2400,14500,910,184
Sao Paulo,218,4,4,3,10,1,1,2347,8400,1105,107
Sao Paulo,31,2,1,0,2,1,0,0,1040,0,14
Sao Paulo,380,4,7,7,15,1,0,6000,15000,2500,191
Rio de Janeiro,40,1,2,0,7,1,0,500,1800,53,24
Sao Paulo,48,1,1,1,12,1,1,766,3800,150,49
Sao Paulo,55,1,1,0,NaN,1,0,0,1400,138,22
Sao Paulo,270,3,3,3,NaN,1,0,3500,5740,834,87
Rio de Janeiro,80,2,3,1,12,1,1,850,4500,0,58
Rio de Janeiro,50,1,1,0,NaN,1,0,0,1850,0,24
Sao Paulo,38,2,1,0,5,1,1,577,3200,50,41
Belo Horizonte,320,4,5,4,6,0,0,3480,5000,940,67
Sao Paulo,500,3,6,0,NaN,1,0,0,6400,1667,97
Rio de Janeiro,110,3,3,0,NaN,1,0,200,2400,57,37
Sao Paulo,300,3,3,2,NaN,1,0,0,10500,768,158
Sao Paulo,30,1,1,0,NaN,0,0,0,650,25,10
Sao Paulo,58,2,2,1,12,0,1,942,3400,71,44
Sao Paulo,18,1,1,0,NaN,1,0,0,1720,0,22
Sao Paulo,139,4,4,8,NaN,1,0,0,3500,265,53
Rio de Janeiro,210,4,5,2,2,1,0,2300,8000,850,104
Porto Alegre,50,2,1,1,5,1,0,188,1180,0,18
Sao Paulo,70,1,1,2,9,1,1,2150,7000,542,89
Sao Paulo,36,1,1,0,4,1,0,175,1275,0,5
Sao Paulo,48,1,1,0,NaN,1,0,0,1100,0,14
Belo Horizonte,92,3,2,1,1,1,0,220,1600,0,22
Rio de Janeiro,189,3,2,0,3,1,0,1371,4500,452,58
Porto Alegre,38,1,1,1,9,1,0,350,2500,42,37
Sao Paulo,351,3,4,2,17,0,1,2400,9500,1192,121
Rio de Janeiro,64,2,1,1,4,1,0,650,2700,120,35
Sao Paulo,31,1,1,1,11,1,0,478,2400,75,31
Sao Paulo,90,3,2,2,3,1,0,1100,2450,117,32
Sao Paulo,40,1,1,0,6,1,0,890,3463,0,32
Sao Paulo,180,3,4,4,4,1,0,4000,15000,1417,191
Sao Paulo,64,3,1,1,5,1,0,504,1500,53,20
Sao Paulo,190,3,4,3,1,1,0,2100,5500,525,70
Sao Paulo,400,3,3,4,NaN,1,0,0,14000,300,211
Rio de Janeiro,180,4,5,3,4,1,0,1200,10000,725,129
Sao Paulo,73,1,1,0,8,1,1,864,3000,57,39
Sao Paulo,64,2,2,2,4,1,0,404,2600,75,33
Sao Paulo,65,3,1,1,6,1,0,461,2530,90,33
Sao Paulo,400,4,5,4,7,1,0,3240,12800,1345,163
Sao Paulo,48,2,1,1,6,0,1,582,5470,8,70
Sao Paulo,40,1,1,1,14,0,0,642,1700,20,22
Porto Alegre,61,2,1,0,3,0,0,400,1445,0,22
Rio de Janeiro,85,2,1,0,1,1,0,460,1700,58,22
Belo Horizonte,235,4,3,1,NaN,1,0,0,12000,563,197
Sao Paulo,347,4,5,4,5,1,1,3500,12000,1500,153
Rio de Janeiro,25,1,1,0,2,1,0,250,540,0,7
Rio de Janeiro,85,2,2,1,2,1,0,1140,3600,363,47
Sao Paulo,103,3,3,2,3,1,1,1310,6500,448,83
Sao Paulo,159,3,3,2,NaN,0,0,0,3300,225,50
Sao Paulo,42,1,1,1,9,1,0,600,3600,125,46
Sao Paulo,100,3,2,1,12,1,0,700,1946,0,7
Sao Paulo,111,1,2,2,9,1,0,1400,8000,466,102
Porto Alegre,40,1,1,1,2,1,1,300,1500,23,22
Campinas,92,3,2,3,1,1,1,752,2525,0,32
Rio de Janeiro,480,5,6,4,3,1,0,3236,8000,1600,104
Belo Horizonte,55,2,2,2,3,1,0,670,2000,177,27
Belo Horizonte,24,1,1,1,7,0,0,157,1200,0,16
Sao Paulo,50,1,1,1,NaN,0,0,200,1000,0,16
Rio de Janeiro,80,2,1,0,9,1,0,500,1600,158,21
Sao Paulo,230,3,2,0,1,1,0,0,2500,500,32
Porto Alegre,72,2,1,0,1,1,0,200,1200,67,18
Porto Alegre,90,2,1,0,1,1,0,300,1353,77,20
Belo Horizonte,22,1,1,0,1,0,1,0,700,0,10
Sao Paulo,455,4,5,4,5,1,0,8500,19500,3334,248
Sao Paulo,140,3,2,1,6,0,0,1740,2400,340,31
Belo Horizonte,23,1,1,1,7,1,0,144,1300,132,18
Porto Alegre,46,1,1,0,2,1,0,0,1070,56,16
Campinas,70,1,1,1,2,1,1,460,2350,6,30
Belo Horizonte,150,5,3,0,NaN,1,0,0,3250,100,54
Campinas,55,1,1,0,5,1,0,473,500,17,7
Sao Paulo,40,1,1,0,NaN,0,0,0,2040,70,31
Sao Paulo,91,2,1,1,1,1,0,615,1750,90,23
Sao Paulo,140,2,1,3,NaN,1,0,0,2500,194,38
Sao Paulo,50,1,1,0,1,1,0,600,1300,0,17
Campinas,52,2,1,1,7,1,0,248,980,77,13
Rio de Janeiro,100,3,1,1,1,1,0,1700,3000,250,39
Sao Paulo,160,4,3,3,3,1,0,1600,7000,542,89
Sao Paulo,50,1,1,0,NaN,0,0,0,750,0,12
Campinas,137,3,2,1,4,1,0,1500,1800,250,23
Porto Alegre,42,1,1,0,2,1,0,250,1200,27,18
Sao Paulo,650,3,7,2,NaN,1,0,0,9900,600,149
Rio de Janeiro,90,3,2,0,1,0,0,0,2000,0,31
Rio de Janeiro,30,1,1,0,9,1,1,550,1854,0,11
Sao Paulo,254,4,4,3,7,1,1,1300,6780,478,86
Sao Paulo,40,1,1,1,5,0,0,700,3600,180,46
Rio de Janeiro,130,4,2,1,2,0,1,700,3300,145,43
Campinas,128,3,3,2,1,1,0,1236,2650,682,34
Sao Paulo,78,2,1,3,NaN,1,0,0,1600,163,25
Campinas,42,1,1,0,1,1,0,0,690,12,9
Campinas,140,3,3,2,8,1,0,900,2370,0,31
Sao Paulo,46,1,1,0,3,1,0,100,1600,0,21
Campinas,50,2,1,1,3,1,0,300,1170,0,15
Sao Paulo,54,1,1,1,13,0,0,1484,4130,250,53
Sao Paulo,40,1,1,1,13,1,0,584,3200,95,41
Sao Paulo,50,2,1,1,5,1,0,570,1100,0,14
Sao Paulo,75,3,1,1,1,0,0,475,1800,0,23
Sao Paulo,472,3,2,4,NaN,1,0,0,6500,650,98
Porto Alegre,360,5,3,6,NaN,1,1,0,4800,197,86
Sao Paulo,308,4,4,3,1,1,0,4780,15000,1917,191
Sao Paulo,50,1,1,1,8,0,1,2204,3700,209,47
Sao Paulo,540,4,5,5,13,1,0,3414,5100,2236,65
Sao Paulo,321,3,5,2,NaN,1,1,0,7318,1072,111
Sao Paulo,70,3,2,1,3,1,0,380,1290,92,17
Campinas,130,3,2,2,4,1,1,1150,2800,184,36
Sao Paulo,170,3,2,2,NaN,1,0,0,4500,267,68
Sao Paulo,60,2,2,1,11,0,1,1158,5500,150,70
Rio de Janeiro,45,1,1,0,4,0,1,450,4500,80,58
Belo Horizonte,60,2,1,1,1,1,0,467,750,78,10
Sao Paulo,340,5,4,2,7,1,0,220000,12000,1000,153
Porto Alegre,58,2,1,0,2,1,0,299,750,30,11
Sao Paulo,195,4,3,3,7,0,0,2600,10000,1336,127
Sao Paulo,100,2,4,0,1,1,0,0,3000,0,39
Sao Paulo,50,1,1,0,NaN,1,0,0,700,67,11
Campinas,54,2,1,1,3,1,0,286,999,23,13
Belo Horizonte,55,2,1,1,3,1,0,270,1300,85,18
Sao Paulo,48,1,1,2,1,1,1,1966,3550,486,45
Sao Paulo,58,2,1,1,6,1,0,850,1700,165,22
Sao Paulo,200,3,4,3,19,1,1,2247,8500,1000,33
Campinas,77,3,1,2,3,1,0,486,1500,49,20
Belo Horizonte,72,2,1,1,9,1,0,421,1200,83,16
Sao Paulo,50,2,1,2,8,0,0,504,1800,59,23
Rio de Janeiro,95,2,2,1,11,1,0,1024,3000,28120,39
Sao Paulo,130,3,2,0,1,1,1,550,4800,215,61
Rio de Janeiro,30,1,1,0,6,0,0,500,700,0,10
Sao Paulo,300,4,3,4,9,1,0,2400,15000,0,191
Rio de Janeiro,95,3,2,1,3,1,0,1000,2245,268,29
Sao Paulo,80,3,1,1,1,1,0,620,1750,0,23
Sao Paulo,310,3,3,2,16,0,0,2720,15000,846,191
Porto Alegre,170,3,2,0,3,1,1,1750,1000,165,15
Rio de Janeiro,46,2,1,0,9,0,0,550,820,0,11
Rio de Janeiro,97,3,2,0,5,1,0,900,2734,270,36
Sao Paulo,130,3,2,1,4,0,1,1134,7900,386,101
Rio de Janeiro,30,1,1,0,2,0,0,350,1140,0,15
Sao Paulo,40,1,1,1,11,0,0,390,2600,96,35
Sao Paulo,90,3,2,2,6,0,1,890,2100,150,27
Sao Paulo,89,2,2,2,8,1,1,1440,7700,351,98
Sao Paulo,240,3,3,5,1,1,0,3000,3500,0,45
Sao Paulo,106,3,2,0,6,1,0,1139,2430,0,31
Sao Paulo,80,2,1,1,18,0,0,550,1500,167,20
Sao Paulo,22,1,1,1,25,1,0,471,2200,55,28
Sao Paulo,141,4,3,2,3,1,0,1500,4010,542,51
Sao Paulo,340,4,6,6,NaN,1,1,0,15000,250,226
Sao Paulo,105,4,2,2,3,1,0,1659,6500,400,83
Sao Paulo,70,3,1,1,2,1,0,380,1290,180,17
Sao Paulo,200,3,2,1,8,1,0,1500,8000,42,102
Campinas,62,2,1,0,1,1,0,280,709,22,9
Sao Paulo,74,2,3,2,24,1,0,450,3200,40,41
Rio de Janeiro,333,5,4,3,5,1,0,2100,7000,1000,91
Sao Paulo,250,4,2,5,NaN,1,0,841,4000,701,61
Sao Paulo,70,1,1,1,10,1,1,469,3590,83,46
Rio de Janeiro,120,3,2,2,1,1,1,1790,5500,509,71
Porto Alegre,35,1,1,0,1,1,0,100,960,75,15
Rio de Janeiro,67,2,1,0,4,1,0,810,1529,80,17
Sao Paulo,220,4,3,4,11,1,1,1800,3000,1000,39
Campinas,80,3,2,2,17,1,0,560,2500,175,32
Sao Paulo,57,1,1,1,5,1,0,769,4800,194,61
Porto Alegre,100,2,2,2,NaN,1,0,120,2200,159,33
Rio de Janeiro,60,1,1,0,5,1,0,500,750,100,10
Campinas,87,3,2,1,12,1,1,870,1450,100,19
Sao Paulo,530,4,4,6,NaN,1,0,0,9520,1334,144
Sao Paulo,35,1,1,0,NaN,1,0,0,700,80,11
Sao Paulo,140,3,2,2,NaN,1,0,0,3000,2500,46
Sao Paulo,45,2,2,0,NaN,0,0,0,1630,84,25
Sao Paulo,70,1,1,1,12,1,1,1000,3500,171,45
Sao Paulo,140,3,3,1,1,1,0,1144,1360,256,18
Belo Horizonte,80,3,2,1,7,1,0,820,2000,152,27
Sao Paulo,50,1,1,0,NaN,0,0,0,1150,50,18
Sao Paulo,108,3,2,2,12,0,0,900,2900,202,37
Sao Paulo,60,3,1,1,15,1,1,556,2200,4,31
Sao Paulo,30,1,1,1,14,0,1,460,3500,100,45
Sao Paulo,110,3,3,2,2,1,1,1000,3800,192,49
Rio de Janeiro,70,2,1,1,5,1,1,843,1100,84,15
Sao Paulo,360,3,5,4,22,1,0,2330,3635,1644,47
Campinas,348,3,3,3,NaN,1,0,0,6000,350,91
Sao Paulo,270,3,4,3,10,1,0,3809,7900,1792,101
Rio de Janeiro,86,2,2,1,1,0,1,1500,5500,375,71
Sao Paulo,100,3,4,2,6,0,0,1380,3000,470,39
Sao Paulo,30,1,1,1,10,1,1,574,1850,0,24
Sao Paulo,146,3,4,3,20,1,1,1540,10000,667,127
Belo Horizonte,100,3,3,1,1,1,0,350,1600,120,22
Rio de Janeiro,185,3,2,1,3,1,0,2488,6900,0,89
Sao Paulo,300,3,5,2,7,1,0,0,4600,609,70
Sao Paulo,120,3,4,0,NaN,1,0,250,3200,226,41
Sao Paulo,195,3,3,2,NaN,1,0,0,2990,330,45
Sao Paulo,110,1,3,2,6,1,0,1500,8000,417,102
Sao Paulo,210,3,3,3,17,1,0,2300,7000,717,89
Campinas,400,4,6,3,NaN,1,0,1200,6800,700,103
Belo Horizonte,42,2,1,1,4,1,0,175,690,63,10
Belo Horizonte,180,3,1,0,NaN,1,0,0,3400,367,56
Campinas,329,4,2,2,9,1,0,2040,6300,420,80
Sao Paulo,44,1,1,0,1,1,0,100,1400,0,18
Belo Horizonte,28,1,1,1,NaN,0,1,550,1250,0,17
Rio de Janeiro,90,3,2,1,2,0,1,1000,3800,310,49
Sao Paulo,90,2,1,0,2,1,0,622,2150,212,28
Sao Paulo,200,2,1,0,NaN,1,0,0,2800,291,43
Porto Alegre,240,3,4,3,NaN,1,0,0,6000,184,107
Porto Alegre,55,2,1,0,19,1,0,500,1200,84,18
Belo Horizonte,90,3,2,0,8,0,0,630,4200,150,56
Sao Paulo,85,3,1,2,6,1,0,955,1900,270,25
Sao Paulo,255,4,4,3,13,1,1,0,11900,0,151
Sao Paulo,280,5,2,1,NaN,1,0,0,8000,0,121
Rio de Janeiro,32,1,1,0,8,1,0,574,1400,66,19
Belo Horizonte,29,1,1,0,1,0,0,0,1100,8,15
Sao Paulo,48,1,1,1,15,1,1,487,3000,142,39
Campinas,170,3,2,2,NaN,1,0,0,2300,98,35
Belo Horizonte,45,1,1,1,3,0,1,300,3000,0,40
Campinas,341,4,6,4,NaN,1,0,660,13000,608,196
Porto Alegre,80,2,2,0,NaN,1,1,330,1638,0,19
Rio de Janeiro,153,3,2,1,2,1,0,1500,2550,157,33
Rio de Janeiro,120,3,2,1,2,1,0,1260,2200,0,29
Sao Paulo,33,1,1,0,3,1,0,350,1650,0,21
Sao Paulo,180,4,4,2,10,1,0,1900,5500,507,70
Campinas,84,3,1,1,3,1,0,950,1200,147,16
Sao Paulo,73,3,2,1,12,1,0,923,2700,171,35
Sao Paulo,50,1,2,1,9,0,1,850,3000,210,39
Sao Paulo,40,1,1,1,5,0,0,603,4320,181,55
Sao Paulo,216,3,4,4,7,1,1,2300,15000,900,191
Sao Paulo,44,1,1,1,8,1,0,480,2300,70,30
Belo Horizonte,120,3,2,2,1,0,0,318,1700,331,23
Porto Alegre,150,3,3,2,10,1,1,1300,8900,250,130
Sao Paulo,136,3,2,3,12,1,1,1400,2500,325,32
Porto Alegre,54,1,1,0,2,1,0,400,1000,25,15
Sao Paulo,100,2,1,1,5,1,1,1400,3800,234,49
Sao Paulo,50,2,1,1,1,1,0,496,1200,0,16
Campinas,60,2,1,0,NaN,0,0,0,800,138,13
Rio de Janeiro,125,3,2,1,5,1,1,1460,3500,295,46
Rio de Janeiro,28,1,1,0,1,1,0,450,1870,0,25
Porto Alegre,78,2,1,0,3,1,0,280,1480,32,22
Porto Alegre,46,1,1,0,6,1,0,345,850,27,13
Sao Paulo,35,1,1,1,8,0,1,593,2896,78,37
Sao Paulo,104,3,2,2,2,1,0,1500,4200,432,54
Sao Paulo,215,3,3,2,1,0,1,3000,15000,834,191
Campinas,100,3,2,2,NaN,1,0,0,2250,15,34
Belo Horizonte,30,1,1,1,NaN,0,0,0,705,0,10
Porto Alegre,43,1,1,0,3,1,1,250,1500,25,22
Sao Paulo,234,3,4,3,13,1,0,2400,7000,84,89
Sao Paulo,37,1,1,0,4,1,1,1320,1730,142,22
Sao Paulo,50,2,1,0,1,1,0,54,2000,42,26
Rio de Janeiro,71,2,2,1,12,1,1,1170,3500,190,46
Sao Paulo,118,3,3,2,17,1,1,1000,3890,356,50
Campinas,122,3,2,1,4,1,0,250,1750,117,23
Rio de Janeiro,58,2,2,1,3,1,0,745,1200,44,16
Sao Paulo,270,3,3,2,NaN,1,0,0,9800,0,148
Porto Alegre,90,3,2,2,9,1,0,1163,2500,202,37
Sao Paulo,400,4,3,3,NaN,1,0,0,8000,1250,121
Campinas,155,3,3,2,NaN,1,0,960,5500,15,83
Rio de Janeiro,85,2,1,0,8,1,1,1500,2975,134,39
Sao Paulo,280,4,4,4,1,1,1,3600,12000,1667,172
Rio de Janeiro,30,1,1,0,8,1,1,500,2000,45,26
Sao Paulo,54,1,2,0,7,1,0,390,3500,0,45
Porto Alegre,25,1,1,0,8,1,0,277,750,27,11
Belo Horizonte,176,4,2,2,NaN,1,0,0,4500,226,74
Sao Paulo,570,4,6,4,NaN,1,0,0,10500,1834,158
Belo Horizonte,95,2,2,1,10,1,0,735,1600,170,22
Sao Paulo,30,1,1,0,4,1,0,250,1153,0,4
Sao Paulo,250,3,4,3,NaN,1,0,0,3571,430,54
Sao Paulo,98,3,3,2,NaN,1,0,0,2500,0,38
Belo Horizonte,68,2,2,2,3,1,0,168,800,59,11
Sao Paulo,83,3,2,2,7,1,0,804,3690,317,47
Belo Horizonte,70,2,2,2,6,1,0,625,2250,211,30
Belo Horizonte,50,2,1,1,3,1,0,170,1000,28,14
Sao Paulo,480,4,5,3,NaN,1,0,2200,4100,1700,62
Sao Paulo,250,3,2,8,NaN,1,0,0,10000,0,151
Sao Paulo,191,4,3,3,13,0,0,2800,9500,1200,121
Sao Paulo,140,3,3,3,7,0,0,2200,8000,800,102
Sao Paulo,49,1,1,1,5,1,0,284,2600,134,33
Belo Horizonte,362,5,4,4,15,0,0,1400,7900,1504,106
Rio de Janeiro,61,2,1,0,3,1,0,640,1297,21,17
Porto Alegre,156,3,2,1,NaN,1,0,0,1615,110,29
Sao Paulo,179,3,2,1,3,1,0,1457,5400,359,69
Rio de Janeiro,120,3,3,2,5,1,1,1100,2800,150,37
Belo Horizonte,200,4,2,2,NaN,1,1,0,12000,233,197
Sao Paulo,185,3,3,3,20,1,0,2670,5600,907,71
Sao Paulo,120,2,2,0,1,1,0,300,3600,120,46
Sao Paulo,50,2,1,1,13,1,0,407,1715,12,22
Belo Horizonte,400,3,3,2,NaN,1,0,0,4800,0,79
Sao Paulo,240,3,4,2,NaN,1,0,1,8200,625,124
Sao Paulo,60,2,1,1,13,1,1,550,1520,80,20
Sao Paulo,100,2,1,3,NaN,0,0,0,2700,378,41
Sao Paulo,250,4,4,3,NaN,0,0,0,7500,417,113
Porto Alegre,100,4,2,1,2,1,0,750,1820,167,27
Rio de Janeiro,72,1,2,1,6,1,0,580,2000,0,26
Rio de Janeiro,70,2,1,0,2,1,1,250,2000,7,26
Sao Paulo,16,1,1,0,2,1,0,0,2700,5,35
Sao Paulo,98,3,2,2,10,1,0,900,4500,0,58
Sao Paulo,170,3,3,1,6,1,0,1300,2060,200,27
Sao Paulo,45,2,1,0,NaN,0,0,70,1450,43,22
Sao Paulo,90,2,2,1,7,1,1,760,5500,142,70
Sao Paulo,30,1,1,1,11,1,1,500,2570,0,8
Sao Paulo,140,3,3,2,3,1,0,2350,4905,59,63
Sao Paulo,90,2,2,2,2,1,0,1230,3640,342,47
Belo Horizonte,62,2,2,0,1,1,0,0,1300,0,18
Rio de Janeiro,80,2,2,0,6,1,0,650,2500,0,33
Sao Paulo,40,1,1,0,NaN,0,0,0,750,0,12
Rio de Janeiro,65,1,1,0,NaN,1,0,300,1800,30,24
Sao Paulo,300,3,2,1,NaN,1,0,0,3900,538,59
Sao Paulo,340,4,4,3,NaN,1,0,0,10000,1084,151
Sao Paulo,72,2,2,1,6,1,0,1100,5270,334,67
Sao Paulo,250,4,3,3,NaN,0,0,0,13000,950,196
Rio de Janeiro,100,2,2,3,12,0,0,1470,3478,180,45
Sao Paulo,45,1,1,1,1,0,1,3000,5520,0,70
Porto Alegre,98,3,1,0,1,0,0,240,12750,50,187
